n_trees,max_depth,tournament_size,max_features,accuracy,precision,recall,f1
10,3,3,5,0.6347975053895903,0.5637731383653115,0.8514893617021276,0.6783855711694607
n_trees,max_depth,tournament_size,max_features,accuracy,precision,recall,f1
10,3,3,5,0.6347975053895903,0.5637731383653115,0.8514893617021276,0.6783855711694607
10,3,5,5,0.499576532183554,0.47461278913776983,0.9936170212765958,0.6423835593826516
n_trees,max_depth,tournament_size,max_features,accuracy,precision,recall,f1
10,3,3,5,0.6347975053895903,0.5637731383653115,0.8514893617021276,0.6783855711694607
10,3,5,5,0.499576532183554,0.47461278913776983,0.9936170212765958,0.6423835593826516
10,3,7,5,0.46184939944564213,0.4566831202145439,1.0,0.627017796632781
n_trees,max_depth,tournament_size,max_features,accuracy,precision,recall,f1
10,3,3,5,0.6347975053895903,0.5637731383653115,0.8514893617021276,0.6783855711694607
10,3,5,5,0.499576532183554,0.47461278913776983,0.9936170212765958,0.6423835593826516
10,3,7,5,0.46184939944564213,0.4566831202145439,1.0,0.627017796632781
10,5,3,5,0.6488489374807515,0.5645743766122098,0.9779148936170213,0.71586325052566
n_trees,max_depth,tournament_size,max_features,accuracy,precision,recall,f1
10,3,3,5,0.6347975053895903,0.5637731383653115,0.8514893617021276,0.6783855711694607
10,3,5,5,0.499576532183554,0.47461278913776983,0.9936170212765958,0.6423835593826516
10,3,7,5,0.46184939944564213,0.4566831202145439,1.0,0.627017796632781
10,5,3,5,0.6488489374807515,0.5645743766122098,0.9779148936170213,0.71586325052566
10,5,5,5,0.4871997228210656,0.4685943967844502,0.9971489361702127,0.6375719319248507
n_trees,max_depth,tournament_size,max_features,accuracy,precision,recall,f1
10,3,3,5,0.6347975053895903,0.5637731383653115,0.8514893617021276,0.6783855711694607
10,3,5,5,0.499576532183554,0.47461278913776983,0.9936170212765958,0.6423835593826516
10,3,7,5,0.46184939944564213,0.4566831202145439,1.0,0.627017796632781
10,5,3,5,0.6488489374807515,0.5645743766122098,0.9779148936170213,0.71586325052566
10,5,5,5,0.4871997228210656,0.4685943967844502,0.9971489361702127,0.6375719319248507
10,5,7,5,0.6418232214351709,0.5591335460787158,0.9841702127659574,0.7131228416378885
n_trees,max_depth,tournament_size,max_features,accuracy,precision,recall,f1
10,3,3,5,0.6347975053895903,0.5637731383653115,0.8514893617021276,0.6783855711694607
10,3,5,5,0.499576532183554,0.47461278913776983,0.9936170212765958,0.6423835593826516
10,3,7,5,0.46184939944564213,0.4566831202145439,1.0,0.627017796632781
10,5,3,5,0.6488489374807515,0.5645743766122098,0.9779148936170213,0.71586325052566
10,5,5,5,0.4871997228210656,0.4685943967844502,0.9971489361702127,0.6375719319248507
10,5,7,5,0.6418232214351709,0.5591335460787158,0.9841702127659574,0.7131228416378885
10,7,3,5,0.5934708962118879,0.5268647281921618,0.9931063829787234,0.6884771962947667
n_trees,max_depth,tournament_size,max_features,accuracy,precision,recall,f1
10,3,3,5,0.6347975053895903,0.5637731383653115,0.8514893617021276,0.6783855711694607
10,3,5,5,0.499576532183554,0.47461278913776983,0.9936170212765958,0.6423835593826516
10,3,7,5,0.46184939944564213,0.4566831202145439,1.0,0.627017796632781
10,5,3,5,0.6488489374807515,0.5645743766122098,0.9779148936170213,0.71586325052566
10,5,5,5,0.4871997228210656,0.4685943967844502,0.9971489361702127,0.6375719319248507
10,5,7,5,0.6418232214351709,0.5591335460787158,0.9841702127659574,0.7131228416378885
10,7,3,5,0.5934708962118879,0.5268647281921618,0.9931063829787234,0.6884771962947667
10,7,5,5,0.5740683708038189,0.5151555319901026,0.9922553191489362,0.6782037112442557
n_trees,max_depth,tournament_size,max_features,accuracy,precision,recall,f1
10,3,3,5,0.6347975053895903,0.5637731383653115,0.8514893617021276,0.6783855711694607
10,3,5,5,0.499576532183554,0.47461278913776983,0.9936170212765958,0.6423835593826516
10,3,7,5,0.46184939944564213,0.4566831202145439,1.0,0.627017796632781
10,5,3,5,0.6488489374807515,0.5645743766122098,0.9779148936170213,0.71586325052566
10,5,5,5,0.4871997228210656,0.4685943967844502,0.9971489361702127,0.6375719319248507
10,5,7,5,0.6418232214351709,0.5591335460787158,0.9841702127659574,0.7131228416378885
10,7,3,5,0.5934708962118879,0.5268647281921618,0.9931063829787234,0.6884771962947667
10,7,5,5,0.5740683708038189,0.5151555319901026,0.9922553191489362,0.6782037112442557
10,7,7,5,0.6277140437326764,0.550919464237616,0.957404255319149,0.6993891729744012
n_trees,max_depth,tournament_size,max_features,accuracy,precision,recall,f1
10,3,3,5,0.6347975053895903,0.5637731383653115,0.8514893617021276,0.6783855711694607
10,3,5,5,0.499576532183554,0.47461278913776983,0.9936170212765958,0.6423835593826516
10,3,7,5,0.46184939944564213,0.4566831202145439,1.0,0.627017796632781
10,5,3,5,0.6488489374807515,0.5645743766122098,0.9779148936170213,0.71586325052566
10,5,5,5,0.4871997228210656,0.4685943967844502,0.9971489361702127,0.6375719319248507
10,5,7,5,0.6418232214351709,0.5591335460787158,0.9841702127659574,0.7131228416378885
10,7,3,5,0.5934708962118879,0.5268647281921618,0.9931063829787234,0.6884771962947667
10,7,5,5,0.5740683708038189,0.5151555319901026,0.9922553191489362,0.6782037112442557
10,7,7,5,0.6277140437326764,0.550919464237616,0.957404255319149,0.6993891729744012
50,3,3,5,0.46937557745611336,0.46017820424948597,0.9999574468085106,0.6302957151478575
n_trees,max_depth,tournament_size,max_features,accuracy,precision,recall,f1
10,3,3,5,0.6743917462272867,0.5855598295041065,0.9587234042553191,0.7270556344391377
